2594.147663	0.30692	9.360744904	0.000106038
2649.068189	0.36534	9.621756725	0.000114801
2703.200195	0.43248	9.881067108	0.000124872
2756.03241	0.50663	10.13591653	0.0001359945
2807.668533	0.58724	10.3866299	0.000148086
2858.132486	0.67451	10.63315615	0.0001611765
2907.429964	0.76932	10.87449134	0.000175398
2955.716448	0.87187	11.11306583	0.0001907805
3002.966048	0.98369	11.34688956	0.0002075535
3049.30516	1.10752	11.57819132	0.000226128
3094.793124	1.24975	11.80552377	0.0002474625
3139.371966	1.40589	12.03011694	0.0002708835
3183.190783	1.56105	12.25107356	0.0002941575
